EDI_WCA_680_20190130
eventcd	eventid	optionid	serialid	scexhid	actflag	changed	created	secid	issid	isin	uscode	issuername	cntryofincorp	sic	cik	indusid	sectycd	securitydesc	parvalue	pvcurrency	statusflag	primaryexchgcd	structcd	exchgcntry	exchgcd	mic	micseg	localcode	liststatus	date1type	date1	date2type	date2	date3type	date3	date4type	date4	date5type	date5	date6type	date6	date7type	date7	date8type	date8	date9type	date9	date10type	date10	date11type	date11	date12type	date12	paytype	rdid	priority	defaultopt	outturnsecid	outturnisin	ratioold	rationew	fractions	currency	rate1type	rate1	rate2type	rate2	field1name	field1	field2name	field2	field3name	field3	field4name	field4	field5name	field5	field6name	field6	field7name	field7	field8name	field8	field9name	field9	field10name	field10	field11name	field11	field12name	field12	field13name	field13	field14name	field14	field15name	field15	field16name	field16	field17name	field17	field18name	field18	field19name	field19	field20name	field20	field21name	field21	field22name	field22	field23name	field23	field24name	field24
DIV	1393312	1	1	65981	U	2018/12/24 13:17:18	2018/08/09	58200	52824	JP3539250005		Thk Co. Ltd	JP	3569	0001443275	86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6481	L	ExDate	2018/12/26	Recdate	2018/12/31	Paydate		Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/09	Exdate2		FXDate			5159316	1	F							GrossDividend		NetDividend		Marker	FNL	Frequency	SMA	Tbaflag	T	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1383757	1	1	37438	U	2018/08/15 14:08:47	2018/07/31	35062	31583	US1924221039	192422103	Cognex Corp.	US	3823	0000851205	36	EQS	Ordinary Shares	0.002	USD	A	USNASD		US	USNASD	XNAS	XNGS	CGNX	L	ExDate	2018/08/16	Recdate	2018/08/17	Paydate	2018/08/31	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/30	Exdate2		FXDate		C	5137057	1	F						USD	GrossDividend	0.045	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1384748	1	1	20032	I	2018/08/01 08:17:51	2018/08/01	19494	19070	SE0000163628		Elekta AB	SE	3845	0001451160	54	EQS	Ordinary Shares - Class B		SEK	A	SESSE		SE	SESSE	XSTO		EKTA B	L	ExDate	2019/03/01	Recdate	2019/03/04	Paydate	2019/03/07	Paydate2		FYEDate	2018/04/30	PeriodEndDate	2018/04/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate		Exdate2		FXDate		C	5140447	1	F						SEK	GrossDividend	0.7	NetDividend	0.49	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	30	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1413912	1	1	63713	U	2018/10/29 13:08:24	2018/09/25	56423	51066	JP3802400006		Fanuc Corporation	JP	3541	0001446596	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6954	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/03	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/29	Exdate2		FXDate		C	5246807	1	F						JPY	GrossDividend	252.87	NetDividend	201.4994595	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1391397	1	1	36677	U	2018/09/11 11:00:00	2018/08/07	34301	30846	US1143401024	114340102	Brooks Automation, Inc.	US	3559	0000933974	135	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	BRKS	L	ExDate	2018/09/06	Recdate	2018/09/07	Paydate	2018/09/28	Paydate2		FYEDate	2018/09/30	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/31	Exdate2		FXDate		C	5154320	1	F						USD	GrossDividend	0.1	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1394209	1	1	42870	U	2018/08/17 14:09:20	2018/08/10	40494	36879	US6556631025	655663102	Nordson Corp.	US	3569	0000072331	66	EQS	Ordinary Shares		USD	A	USNASD		US	USNASD	XNAS	XNGS	NDSN	L	ExDate	2018/08/20	Recdate	2018/08/21	Paydate	2018/09/04	Paydate2		FYEDate	2018/10/31	PeriodEndDate	2018/10/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/10	Exdate2		FXDate		C	5167961	1	T						USD	GrossDividend	0.35	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1394219	1	1	1320351	U	2018/08/16 14:08:18	2018/08/10	1041068	123611	US4778391049	477839104	John Bean Technologies Corp	US	3556	0001433660	86	EQS	Ordinary Shares	0.01	USD	A	USNYSE		US	USNYSE	XNYS		JBT	L	ExDate	2018/08/17	Recdate	2018/08/20	Paydate	2018/09/04	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/10	Exdate2		FXDate		C	5168005	1	F						USD	GrossDividend	0.1	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1395757	1	1	43054	U	2018/08/28 08:17:32	2018/08/17	40678	37058	US67066G1040	67066G104	NVIDIA Corp	US	3674	0001045810	68	EQS	Ordinary Shares	0.001	USD	A	USNASD		US	USNASD	XNAS	XNGS	NVDA	L	ExDate	2018/08/29	Recdate	2018/08/30	Paydate	2018/09/21	Paydate2		FYEDate	2019/01/26	PeriodEndDate	2018/07/26	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/16	Exdate2		FXDate		C	5177533	1	F						USD	GrossDividend	0.15	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1415054	1	1	1359053	U	2018/10/18 14:09:31	2018/09/28	279070	94302	VGG456671053	G45667105	Hollysys Automation Technologies Ltd	VG	3699	0001357450	37	EQS	Ordinary Shares	0.00010	USD	A	USNASD		US	USNASD	XNAS	XNGS	HOLI	L	ExDate	2018/10/19	Recdate	2018/10/22	Paydate	2018/11/12	Paydate2		FYEDate	2018/06/30	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/09/27	Exdate2		FXDate		C	5251256	1	F						USD	GrossDividend	0.18	NetDividend		Marker	FNL	Frequency	ANL	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1398087	1	1	7824261	U	2018/09/03 08:29:32	2018/08/24	43354	39665	US8807701029	880770102	Teradyne, Inc.	US	3825	0000097210	136	EQS	Ordinary Shares	0.125	USD	A	USNASD		US	USNASD	XNAS	XNGS	TER	L	ExDate		Recdate	2018/09/05	Paydate		Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/23	Exdate2		FXDate		C	5188529	1	F						USD	GrossDividend	0.09	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1399343	1	1	44221	U	2018/10/10 08:15:56	2018/08/29	41845	38202	US7542121089	754212108	Raven Industries, Inc.	US	3081	0000082166	16	EQS	Ordinary Shares	1	USD	A	USNASD		US	USNASD	XNAS	XNGS	RAVN	L	ExDate	2018/10/11	Recdate	2018/10/12	Paydate	2018/10/26	Paydate2		FYEDate	2019/01/31	PeriodEndDate	2018/10/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/28	Exdate2		FXDate		C	5195301	1	F						USD	GrossDividend	0.13	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1399575	1	1	38077	U	2018/09/26 14:11:29	2018/08/30	35701	32208	US2441991054	244199105	Deere & Co.	US	3523	0000315189	83	EQS	Ordinary Shares	1	USD	A	USNYSE		US	USNYSE	XNYS		DE	L	ExDate	2018/09/27	Recdate	2018/09/28	Paydate	2018/11/01	Paydate2		FYEDate	2018/10/31	PeriodEndDate	2018/10/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/29	Exdate2		FXDate		C	5197174	1	T						USD	GrossDividend	0.69	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1455892	1	1	44221	U	2019/01/09 13:12:04	2018/12/13	41845	38202	US7542121089	754212108	Raven Industries, Inc.	US	3081	0000082166	16	EQS	Ordinary Shares	1	USD	A	USNASD		US	USNASD	XNAS	XNGS	RAVN	L	ExDate	2019/01/10	Recdate	2019/01/11	Paydate	2019/01/25	Paydate2		FYEDate	2019/01/31	PeriodEndDate	2019/01/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/12/12	Exdate2		FXDate		C	5385399	1	F						USD	GrossDividend	0.13	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1427420	1	1	44105	U	2018/12/05 13:23:36	2018/10/23	41729	38090	US7475251036	747525103	Qualcomm, Inc.	US	3663	0000804328	68	EQS	Ordinary Shares	0.0001	USD	A	USNASD		US	USNASD	XNAS	XNGS	QCOM	L	ExDate	2018/12/06	Recdate	2018/12/06	Paydate	2018/12/20	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/16	Exdate2		FXDate		C	5295420	1	T						USD	GrossDividend	0.62	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1425914	1	1	41603	U	2018/12/27 13:15:41	2018/10/17	39227	35636	US5339001068	533900106	Lincoln Electric Holdings, Inc.	US	3548	0000059527	86	EQS	Ordinary Shares		USD	A	USNASD		US	USNASD	XNAS	XNGS	LECO	L	ExDate	2018/12/28	Recdate	2018/12/31	Paydate	2019/01/15	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/16	Exdate2		FXDate		C	5288363	1	F						USD	GrossDividend	0.47	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1428248	1	1	4004749	U	2018/11/05 13:13:11	2018/10/26	2813422	145383	JE00B783TY65	G6095L109	Aptiv PLC	JE	3714	0001521332	24	EQS	Ordinary Shares	0.01	USD	A	USNYSE		US	USNYSE	XNYS		APTV	L	ExDate	2018/11/06	Recdate	2018/11/07	Paydate	2018/11/21	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/25	Exdate2		FXDate		C	5299089	1	F						USD	GrossDividend	0.22	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1428317	1	1	42580	U	2018/11/07 13:09:52	2018/10/26	40204	36592	US6365181022	636518102	National Instruments Corp.	US	7372	0000935494	35	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	NATI	L	ExDate	2018/11/08	Recdate	2018/11/12	Paydate	2018/12/03	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/24	Exdate2		FXDate		C	5299158	1	F						USD	GrossDividend	0.23	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1428877	1	1	63713	I	2018/10/29 13:08:24	2018/10/29	56423	51066	JP3802400006		Fanuc Corporation	JP	3541	0001446596	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6954	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/03	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/29	Exdate2		FXDate		C	5246807	1	F						JPY	GrossDividend	345.3	NetDividend	275.152305	Marker	SPL	Frequency	IRG	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1428880	1	1	63713	I	2018/10/29 13:08:24	2018/10/29	56423	51066	JP3802400006		Fanuc Corporation	JP	3541	0001446596	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6954	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/29	Exdate2		FXDate			5302172	1	F							GrossDividend		NetDividend		Marker	FNL	Frequency	SMA	Tbaflag	T	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1428998	1	1	37438	U	2018/11/14 13:12:25	2018/10/30	35062	31583	US1924221039	192422103	Cognex Corp.	US	3823	0000851205	36	EQS	Ordinary Shares	0.002	USD	A	USNASD		US	USNASD	XNAS	XNGS	CGNX	L	ExDate	2018/11/15	Recdate	2018/11/16	Paydate	2018/11/30	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/29	Exdate2		FXDate		C	5302997	1	F						USD	GrossDividend	0.05	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1439150	1	1	7824261	U	2018/11/26 13:11:02	2018/11/14	43354	39665	US8807701029	880770102	Teradyne, Inc.	US	3825	0000097210	136	EQS	Ordinary Shares	0.125	USD	A	USNASD		US	USNASD	XNAS	XNGS	TER	L	ExDate	2018/11/27	Recdate	2018/11/28	Paydate	2018/12/21	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/11/13	Exdate2		FXDate		C	5332835	1	F						USD	GrossDividend	0.09	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1430497	1	1	44456	U	2018/11/07 13:09:52	2018/11/02	42080	38428	US7739031091	773903109	Rockwell Automation Inc	US	3829	0001024478	66	EQS	Ordinary Shares	1	USD	A	USNYSE		US	USNYSE	XNYS		ROK	L	ExDate	2018/11/08	Recdate	2018/11/12	Paydate	2018/12/10	Paydate2		FYEDate	2018/09/30	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/11/01	Exdate2		FXDate		C	5308253	1	T						USD	GrossDividend	0.97	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1437571	1	1	66262	I	2018/11/07 13:09:52	2018/11/07	58474	53095	JP3162600005		SMC Corporation	JP	3823	0001446693	86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6273	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/11/30	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/11/07	Exdate2		FXDate		C	5001594	1	F						JPY	GrossDividend	100	NetDividend	79.685	Marker	SPL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1437661	1	1	42185	U	2018/11/19 07:21:05	2018/11/08	39809	36211	US5950171042	595017104	Microchip Technology, Inc.	US	3674	0000827054	136	EQS	Ordinary Shares	0.001	USD	A	USNASD		US	USNASD	XNAS	XNGS	MCHP	L	ExDate	2018/11/20	Recdate	2018/11/21	Paydate	2018/12/05	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/11/07	Exdate2		FXDate		C	5319613	1	F						USD	GrossDividend	0.3645	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1440035	1	1	43054	U	2018/11/28 13:07:10	2018/11/16	40678	37058	US67066G1040	67066G104	NVIDIA Corp	US	3674	0001045810	68	EQS	Ordinary Shares	0.001	USD	A	USNASD		US	USNASD	XNAS	XNGS	NVDA	L	ExDate	2018/11/29	Recdate	2018/11/30	Paydate	2018/12/21	Paydate2		FYEDate	2019/01/26	PeriodEndDate	2018/10/26	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/11/15	Exdate2		FXDate		C	5337135	1	F						USD	GrossDividend	0.16	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1450883	1	1	38077	U	2019/01/11 07:13:04	2018/12/06	35701	32208	US2441991054	244199105	Deere & Co.	US	3523	0000315189	83	EQS	Ordinary Shares	1	USD	A	USNYSE		US	USNYSE	XNYS		DE	L	ExDate	2018/12/28	Recdate	2018/12/31	Paydate	2019/02/01	Paydate2		FYEDate	2019/10/31	PeriodEndDate	2019/01/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/12/05	Exdate2		FXDate		C	5369511	1	F						USD	GrossDividend	0.76	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1451642	1	1	1320351	U	2018/12/13 13:09:59	2018/12/06	1041068	123611	US4778391049	477839104	John Bean Technologies Corp	US	3556	0001433660	86	EQS	Ordinary Shares	0.01	USD	A	USNYSE		US	USNYSE	XNYS		JBT	L	ExDate	2018/12/14	Recdate	2018/12/17	Paydate	2018/12/31	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/12/06	Exdate2		FXDate		C	5371007	1	T						USD	GrossDividend	0.1	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1454507	1	1	42870	U	2018/12/19 07:15:41	2018/12/12	40494	36879	US6556631025	655663102	Nordson Corp.	US	3569	0000072331	66	EQS	Ordinary Shares		USD	A	USNASD		US	USNASD	XNAS	XNGS	NDSN	L	ExDate	2018/12/20	Recdate	2018/12/21	Paydate	2019/01/08	Paydate2		FYEDate	2019/10/31	PeriodEndDate	2019/01/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/12/11	Exdate2		FXDate		C	5383583	1	T						USD	GrossDividend	0.35	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1509158	1	1	65566	I	2019/01/15 13:11:30	2019/01/15	57816	52440	JP3813200007		Nachi-Fujikoshi Corp.	JP			86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6474	R	ExDate	2019/05/29	Recdate	2019/05/31	Paydate		Paydate2		FYEDate	2019/11/30	PeriodEndDate	2019/05/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/15	Exdate2		FXDate			5460959	1	F							GrossDividend		NetDividend		Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	T	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1509159	1	1	65566	I	2019/01/15 13:11:30	2019/01/15	57816	52440	JP3813200007		Nachi-Fujikoshi Corp.	JP			86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6474	R	ExDate	2019/11/28	Recdate	2019/11/30	Paydate		Paydate2		FYEDate	2019/11/30	PeriodEndDate	2019/11/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/15	Exdate2		FXDate		C	5460960	1	F						JPY	GrossDividend	100	NetDividend	79.685	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1508914	1	1	44105	U	2019/01/16 03:48:46	2019/01/15	41729	38090	US7475251036	747525103	Qualcomm, Inc.	US	3663	0000804328	68	EQS	Ordinary Shares	0.0001	USD	A	USNASD		US	USNASD	XNAS	XNGS	QCOM	L	ExDate	2019/03/06	Recdate	2019/03/07	Paydate	2019/03/28	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/07	Exdate2		FXDate		C	5459428	1	T						USD	GrossDividend	0.62	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1513387	1	1	47113	U	2019/01/24 07:10:34	2019/01/24	44737	41003	US9839191015	983919101	Xilinx, Inc.	US	3674	0000743988	136	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	XLNX	L	ExDate	2019/02/05	Recdate	2019/02/06	Paydate	2019/02/21	Paydate2		FYEDate		PeriodEndDate		OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/23	Exdate2		FXDate		C	5473876	1	T						USD	GrossDividend	0.36	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1513388	1	1	7824261	U	2019/01/25 07:14:38	2019/01/24	43354	39665	US8807701029	880770102	Teradyne, Inc.	US	3825	0000097210	136	EQS	Ordinary Shares	0.125	USD	A	USNASD		US	USNASD	XNAS	XNGS	TER	L	ExDate	2019/02/21	Recdate	2019/02/22	Paydate	2019/03/22	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/21	Exdate2		FXDate		C	5473877	1	F						USD	GrossDividend	0.09	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1513738	1	1	4004749	U	2019/01/25 07:14:38	2019/01/25	2813422	145383	JE00B783TY65	G6095L109	Aptiv PLC	JE	3714	0001521332	24	EQS	Ordinary Shares	0.01	USD	A	USNYSE		US	USNYSE	XNYS		APTV	L	ExDate	2019/02/05	Recdate	2019/02/06	Paydate	2019/02/20	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2019/01/24	Exdate2		FXDate		C	5475609	1	F						USD	GrossDividend	0.22	NetDividend		Marker	FNL	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
